log_name,drift_or_noise_id,drift_attribute,drift_sub_attribute,value
log_26_1692952272.xes.gz,drift_3,change_info_1,change_type,gradual
log_26_1692952272.xes.gz,drift_3,change_info_1,change_trace_index,"[11880, 12742]"
log_26_1692952272.xes.gz,drift_3,change_info_1,process_tree_before,"->( +( ->( *( ->( X( 'a', ->( *( 'j', 'n' ), 'o' ) ), X( 'g', X( 'i', 'p' ) ) ), X( ->( *( 'd', 'k' ), 'l' ), 'h' ) ), 'e' ), +( 'c', 'f' ) ), +( 'b', 'm' ) )"
log_26_1692952272.xes.gz,drift_3,change_info_1,process_tree_after,"->( +( ->( *( ->( X( 'a', ->( *( 'j', 'n' ), 'o' ) ), X( 'g', X( 'i', 'p' ) ) ), +( 'c', 'f' ) ), 'e' ), X( ->( *( 'd', 'k' ), 'l' ), 'h' ) ), +( 'b', 'm' ) )"
log_26_1692952272.xes.gz,drift_3,change_info_1,activities_deleted,[]
log_26_1692952272.xes.gz,drift_3,change_info_1,activities_added,[]
log_26_1692952272.xes.gz,drift_3,change_info_1,activities_moved,"[c, f, h, l, d, k]"
log_26_1692952272.xes.gz,drift_3,change_info_1,change_start,2035-03-13 00:07:15.115063
log_26_1692952272.xes.gz,drift_3,change_info_1,change_end,2036-04-16 10:17:44.974943
log_27_1692952285.xes.gz,drift_1,log_id,1,log_27_1692952285.xes.gz
log_27_1692952285.xes.gz,drift_1,drift_id,1,1
log_27_1692952285.xes.gz,drift_1,process_perspective,1,control-flow
log_27_1692952285.xes.gz,drift_1,process_complexity,1,simple
log_27_1692952285.xes.gz,drift_1,drift_type,1,gradual
log_27_1692952285.xes.gz,drift_1,process_trees_1,0,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_1,process_trees_2,1,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', *tau* ), 'Random activity 1' ), 'b' )"
log_27_1692952285.xes.gz,drift_1,change_info_1,change_type,gradual
log_27_1692952285.xes.gz,drift_1,change_info_1,change_trace_index,"[1464, 2463]"
log_27_1692952285.xes.gz,drift_1,change_info_1,process_tree_before,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_1,change_info_1,process_tree_after,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', *tau* ), 'Random activity 1' ), 'b' )"
log_27_1692952285.xes.gz,drift_1,change_info_1,activities_deleted,[f]
log_27_1692952285.xes.gz,drift_1,change_info_1,activities_added,[Random activity 1]
log_27_1692952285.xes.gz,drift_1,change_info_1,activities_moved,[]
log_27_1692952285.xes.gz,drift_1,change_info_1,change_start,2021-11-23 00:48:31.373398
log_27_1692952285.xes.gz,drift_1,change_info_1,change_end,2023-03-21 13:17:43.124376
log_27_1692952285.xes.gz,drift_2,log_id,1,log_27_1692952285.xes.gz
log_27_1692952285.xes.gz,drift_2,drift_id,1,2
log_27_1692952285.xes.gz,drift_2,process_perspective,1,control-flow
log_27_1692952285.xes.gz,drift_2,process_complexity,1,simple
log_27_1692952285.xes.gz,drift_2,drift_type,1,sudden
log_27_1692952285.xes.gz,drift_2,process_trees_1,0,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_2,process_trees_2,1,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ), 'Random activity 1' ), *tau* )"
log_27_1692952285.xes.gz,drift_2,change_info_1,change_type,sudden
log_27_1692952285.xes.gz,drift_2,change_info_1,change_trace_index,[3948]
log_27_1692952285.xes.gz,drift_2,change_info_1,process_tree_before,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_2,change_info_1,process_tree_after,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ), 'Random activity 1' ), *tau* )"
log_27_1692952285.xes.gz,drift_2,change_info_1,activities_deleted,[b]
log_27_1692952285.xes.gz,drift_2,change_info_1,activities_added,[Random activity 1]
log_27_1692952285.xes.gz,drift_2,change_info_1,activities_moved,[]
log_27_1692952285.xes.gz,drift_2,change_info_1,change_start,2025-02-20 04:56:57.642423
log_27_1692952285.xes.gz,drift_2,change_info_1,change_end,2025-02-20 04:56:57.642423
log_27_1692952285.xes.gz,drift_3,log_id,1,log_27_1692952285.xes.gz
log_27_1692952285.xes.gz,drift_3,drift_id,1,3
log_27_1692952285.xes.gz,drift_3,process_perspective,1,control-flow
log_27_1692952285.xes.gz,drift_3,process_complexity,1,simple
log_27_1692952285.xes.gz,drift_3,drift_type,1,gradual
log_27_1692952285.xes.gz,drift_3,process_trees_1,0,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_3,process_trees_2,1,"+( ->( ->( 'a', X( 'd', 'e' ), 'Random activity 1' ), ->( 'c', 'f' ) ), *tau* )"
log_27_1692952285.xes.gz,drift_3,change_info_1,change_type,gradual
log_27_1692952285.xes.gz,drift_3,change_info_1,change_trace_index,"[5054, 5848]"
log_27_1692952285.xes.gz,drift_3,change_info_1,process_tree_before,"+( ->( ->( 'a', X( 'd', 'e' ) ), ->( 'c', 'f' ) ), 'b' )"
log_27_1692952285.xes.gz,drift_3,change_info_1,process_tree_after,"+( ->( ->( 'a', X( 'd', 'e' ), 'Random activity 1' ), ->( 'c', 'f' ) ), *tau* )"
log_27_1692952285.xes.gz,drift_3,change_info_1,activities_deleted,[b]
log_27_1692952285.xes.gz,drift_3,change_info_1,activities_added,[Random activity 1]
log_27_1692952285.xes.gz,drift_3,change_info_1,activities_moved,[]
log_27_1692952285.xes.gz,drift_3,change_info_1,change_start,2026-07-23 05:55:48.959340
log_27_1692952285.xes.gz,drift_3,change_info_1,change_end,2027-07-24 08:16:33.337476
log_28_1692952287.xes.gz,drift_1,log_id,1,log_28_1692952287.xes.gz
log_28_1692952287.xes.gz,drift_1,drift_id,1,1
log_28_1692952287.xes.gz,drift_1,process_perspective,1,control-flow
log_28_1692952287.xes.gz,drift_1,process_complexity,1,complex
log_28_1692952287.xes.gz,drift_1,drift_type,1,recurring
log_28_1692952287.xes.gz,drift_1,process_trees_1,0,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,process_trees_2,1,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), *tau* ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g', 'Random activity 1' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,process_trees_3,2,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,process_trees_4,3,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), *tau* ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g', 'Random activity 1' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_1,change_type,sudden
log_28_1692952287.xes.gz,drift_1,change_info_1,change_trace_index,[1456]
log_28_1692952287.xes.gz,drift_1,change_info_1,process_tree_before,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_1,process_tree_after,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), *tau* ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g', 'Random activity 1' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_1,activities_deleted,[f]
log_28_1692952287.xes.gz,drift_1,change_info_1,activities_added,[Random activity 1]
log_28_1692952287.xes.gz,drift_1,change_info_1,activities_moved,[]
log_28_1692952287.xes.gz,drift_1,change_info_1,change_start,2021-10-14 02:13:45.887708
log_28_1692952287.xes.gz,drift_1,change_info_1,change_end,2021-10-14 02:13:45.887708
log_28_1692952287.xes.gz,drift_1,change_info_2,change_type,sudden
log_28_1692952287.xes.gz,drift_1,change_info_2,change_trace_index,[2546]
log_28_1692952287.xes.gz,drift_1,change_info_2,process_tree_before,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), *tau* ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g', 'Random activity 1' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_2,process_tree_after,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_2,activities_deleted,[Random activity 1]
log_28_1692952287.xes.gz,drift_1,change_info_2,activities_added,[f]
log_28_1692952287.xes.gz,drift_1,change_info_2,activities_moved,[]
log_28_1692952287.xes.gz,drift_1,change_info_2,change_start,2023-03-11 03:14:03.767896
log_28_1692952287.xes.gz,drift_1,change_info_2,change_end,2023-03-11 03:14:03.767896
log_28_1692952287.xes.gz,drift_1,change_info_3,change_type,gradual
log_28_1692952287.xes.gz,drift_1,change_info_3,change_trace_index,"[3808, 4591]"
log_28_1692952287.xes.gz,drift_1,change_info_3,process_tree_before,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_3,process_tree_after,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), *tau* ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g', 'Random activity 1' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_1,change_info_3,activities_deleted,[f]
log_28_1692952287.xes.gz,drift_1,change_info_3,activities_added,[Random activity 1]
log_28_1692952287.xes.gz,drift_1,change_info_3,activities_moved,[]
log_28_1692952287.xes.gz,drift_1,change_info_3,change_start,2024-10-20 12:43:05.273039
log_28_1692952287.xes.gz,drift_1,change_info_3,change_end,2025-10-17 07:45:33.412384
log_28_1692952287.xes.gz,drift_2,log_id,1,log_28_1692952287.xes.gz
log_28_1692952287.xes.gz,drift_2,drift_id,1,2
log_28_1692952287.xes.gz,drift_2,process_perspective,1,control-flow
log_28_1692952287.xes.gz,drift_2,process_complexity,1,complex
log_28_1692952287.xes.gz,drift_2,drift_type,1,sudden
log_28_1692952287.xes.gz,drift_2,process_trees_1,0,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_2,process_trees_2,1,"->( *( X( ->( *tau*, 'f' ), ->( *( ->( *( ->( 'd', 'l', *( 'a', ->( *( *tau*, 'm' ), 'n' ) ) ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', *tau* ), +( 'e', 'o' ) ) )"
log_28_1692952287.xes.gz,drift_2,change_info_1,change_type,sudden
log_28_1692952287.xes.gz,drift_2,change_info_1,change_trace_index,[5837]
log_28_1692952287.xes.gz,drift_2,change_info_1,process_tree_before,"->( *( X( ->( *( 'a', ->( *( +( 'e', 'o' ), 'm' ), 'n' ) ), 'f' ), ->( *( ->( *( ->( 'd', 'l' ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', 'p' ) ) )"
log_28_1692952287.xes.gz,drift_2,change_info_1,process_tree_after,"->( *( X( ->( *tau*, 'f' ), ->( *( ->( *( ->( 'd', 'l', *( 'a', ->( *( *tau*, 'm' ), 'n' ) ) ), 'j' ), 'k' ), 'g' ), 'h' ) ), 'b' ), ->( 'c', +( 'i', *tau* ), +( 'e', 'o' ) ) )"
log_28_1692952287.xes.gz,drift_2,change_info_1,activities_deleted,[p]
log_28_1692952287.xes.gz,drift_2,change_info_1,activities_added,[]
log_28_1692952287.xes.gz,drift_2,change_info_1,activities_moved,"[e, o, a, n, m]"
log_28_1692952287.xes.gz,drift_2,change_info_1,change_start,2027-05-03 09:14:40.298773
log_28_1692952287.xes.gz,drift_2,change_info_1,change_end,2027-05-03 09:14:40.298773
log_29_1692952298.xes.gz,drift_1,log_id,1,log_29_1692952298.xes.gz
log_29_1692952298.xes.gz,drift_1,drift_id,1,1
log_29_1692952298.xes.gz,drift_1,process_perspective,1,control-flow
log_29_1692952298.xes.gz,drift_1,process_complexity,1,complex
log_29_1692952298.xes.gz,drift_1,drift_type,1,incremental
log_29_1692952298.xes.gz,drift_1,process_trees_1,0,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,process_trees_2,1,"X( +( 'a', *tau* ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,process_trees_3,2,"X( +( 'a', *tau* ), ->( +( 'b', 'j', 'Random activity 1' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,process_trees_4,3,"X( +( 'a', *tau* ), ->( +( 'b', 'j', 'Random activity 1' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ), 'Random activity 2' ) )"
log_29_1692952298.xes.gz,drift_1,change_info_1,change_type,gradual
log_29_1692952298.xes.gz,drift_1,change_info_1,change_trace_index,"[1213, 1756]"
log_29_1692952298.xes.gz,drift_1,change_info_1,process_tree_before,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,change_info_1,process_tree_after,"X( +( 'a', *tau* ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,change_info_1,activities_deleted,[i]
log_29_1692952298.xes.gz,drift_1,change_info_1,activities_added,[]
log_29_1692952298.xes.gz,drift_1,change_info_1,activities_moved,[]
log_29_1692952298.xes.gz,drift_1,change_info_1,change_start,2021-08-14 12:51:47.895778
log_29_1692952298.xes.gz,drift_1,change_info_1,change_end,2022-04-28 21:13:05.936519
log_29_1692952298.xes.gz,drift_1,change_info_2,change_type,sudden
log_29_1692952298.xes.gz,drift_1,change_info_2,change_trace_index,[2868]
log_29_1692952298.xes.gz,drift_1,change_info_2,process_tree_before,"X( +( 'a', *tau* ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,change_info_2,process_tree_after,"X( +( 'a', *tau* ), ->( +( 'b', 'j', 'Random activity 1' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,change_info_2,activities_deleted,[]
log_29_1692952298.xes.gz,drift_1,change_info_2,activities_added,[Random activity 1]
log_29_1692952298.xes.gz,drift_1,change_info_2,activities_moved,[]
log_29_1692952298.xes.gz,drift_1,change_info_2,change_start,2023-10-02 21:20:55.861076
log_29_1692952298.xes.gz,drift_1,change_info_2,change_end,2023-10-02 21:20:55.861076
log_29_1692952298.xes.gz,drift_1,change_info_3,change_type,gradual
log_29_1692952298.xes.gz,drift_1,change_info_3,change_trace_index,"[4306, 5136]"
log_29_1692952298.xes.gz,drift_1,change_info_3,process_tree_before,"X( +( 'a', *tau* ), ->( +( 'b', 'j', 'Random activity 1' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_1,change_info_3,process_tree_after,"X( +( 'a', *tau* ), ->( +( 'b', 'j', 'Random activity 1' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ), 'Random activity 2' ) )"
log_29_1692952298.xes.gz,drift_1,change_info_3,activities_deleted,[]
log_29_1692952298.xes.gz,drift_1,change_info_3,activities_added,[Random activity 2]
log_29_1692952298.xes.gz,drift_1,change_info_3,activities_moved,[]
log_29_1692952298.xes.gz,drift_1,change_info_3,change_start,2025-07-12 11:38:13.655265
log_29_1692952298.xes.gz,drift_1,change_info_3,change_end,2026-08-06 18:24:06.227292
log_29_1692952298.xes.gz,drift_2,log_id,1,log_29_1692952298.xes.gz
log_29_1692952298.xes.gz,drift_2,drift_id,1,2
log_29_1692952298.xes.gz,drift_2,process_perspective,1,control-flow
log_29_1692952298.xes.gz,drift_2,process_complexity,1,complex
log_29_1692952298.xes.gz,drift_2,drift_type,1,recurring
log_29_1692952298.xes.gz,drift_2,process_trees_1,0,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_2,process_trees_2,1,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', *tau* ) ), 'Random activity 1' ) ) )"
log_29_1692952298.xes.gz,drift_2,process_trees_3,2,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_2,process_trees_4,3,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', *tau* ) ), 'Random activity 1' ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_1,change_type,sudden
log_29_1692952298.xes.gz,drift_2,change_info_1,change_trace_index,[6404]
log_29_1692952298.xes.gz,drift_2,change_info_1,process_tree_before,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_1,process_tree_after,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', *tau* ) ), 'Random activity 1' ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_1,activities_deleted,[k]
log_29_1692952298.xes.gz,drift_2,change_info_1,activities_added,[Random activity 1]
log_29_1692952298.xes.gz,drift_2,change_info_1,activities_moved,[]
log_29_1692952298.xes.gz,drift_2,change_info_1,change_start,2028-03-15 05:51:56.509414
log_29_1692952298.xes.gz,drift_2,change_info_1,change_end,2028-03-15 05:51:56.509414
log_29_1692952298.xes.gz,drift_2,change_info_2,change_type,sudden
log_29_1692952298.xes.gz,drift_2,change_info_2,change_trace_index,[7812]
log_29_1692952298.xes.gz,drift_2,change_info_2,process_tree_before,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', *tau* ) ), 'Random activity 1' ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_2,process_tree_after,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_2,activities_deleted,[Random activity 1]
log_29_1692952298.xes.gz,drift_2,change_info_2,activities_added,[k]
log_29_1692952298.xes.gz,drift_2,change_info_2,activities_moved,[]
log_29_1692952298.xes.gz,drift_2,change_info_2,change_start,2029-12-07 20:04:52.269222
log_29_1692952298.xes.gz,drift_2,change_info_2,change_end,2029-12-07 20:04:52.269222
log_29_1692952298.xes.gz,drift_2,change_info_3,change_type,sudden
log_29_1692952298.xes.gz,drift_2,change_info_3,change_trace_index,[9139]
log_29_1692952298.xes.gz,drift_2,change_info_3,process_tree_before,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_3,process_tree_after,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', *tau* ) ), 'Random activity 1' ) ) )"
log_29_1692952298.xes.gz,drift_2,change_info_3,activities_deleted,[k]
log_29_1692952298.xes.gz,drift_2,change_info_3,activities_added,[Random activity 1]
log_29_1692952298.xes.gz,drift_2,change_info_3,activities_moved,[]
log_29_1692952298.xes.gz,drift_2,change_info_3,change_start,2031-08-06 22:11:05.444862
log_29_1692952298.xes.gz,drift_2,change_info_3,change_end,2031-08-06 22:11:05.444862
log_29_1692952298.xes.gz,drift_3,log_id,1,log_29_1692952298.xes.gz
log_29_1692952298.xes.gz,drift_3,drift_id,1,3
log_29_1692952298.xes.gz,drift_3,process_perspective,1,control-flow
log_29_1692952298.xes.gz,drift_3,process_complexity,1,complex
log_29_1692952298.xes.gz,drift_3,drift_type,1,recurring
log_29_1692952298.xes.gz,drift_3,process_trees_1,0,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,process_trees_2,1,"X( +( 'a', 'i', 'Random activity 1' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( ->( 'Random activity 2', *( 'h', 'm' ) ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,process_trees_3,2,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,process_trees_4,3,"X( +( 'a', 'i', 'Random activity 1' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( ->( 'Random activity 2', *( 'h', 'm' ) ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,change_info_1,change_type,sudden
log_29_1692952298.xes.gz,drift_3,change_info_1,change_trace_index,[10570]
log_29_1692952298.xes.gz,drift_3,change_info_1,process_tree_before,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,change_info_1,process_tree_after,"X( +( 'a', 'i', 'Random activity 1' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( ->( 'Random activity 2', *( 'h', 'm' ) ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,change_info_1,activities_deleted,[]
log_29_1692952298.xes.gz,drift_3,change_info_1,activities_added,"[Random activity 1, Random activity 2]"
log_29_1692952298.xes.gz,drift_3,change_info_1,activities_moved,"[h, m]"
log_29_1692952298.xes.gz,drift_3,change_info_1,change_start,2033-05-14 14:13:13.638982
log_29_1692952298.xes.gz,drift_3,change_info_1,change_end,2033-05-14 14:13:13.638982
log_29_1692952298.xes.gz,drift_3,change_info_2,change_type,gradual
log_29_1692952298.xes.gz,drift_3,change_info_2,change_trace_index,"[11620, 12291]"
log_29_1692952298.xes.gz,drift_3,change_info_2,process_tree_before,"X( +( 'a', 'i', 'Random activity 1' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( ->( 'Random activity 2', *( 'h', 'm' ) ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,change_info_2,process_tree_after,"X( +( 'a', 'i' ), ->( +( 'b', 'j' ), ->( X( ->( 'c', +( 'g', ->( ->( *( 'h', 'm' ), 'n' ), 'l' ) ) ), 'f' ), X( 'd', +( 'e', 'k' ) ) ) ) )"
log_29_1692952298.xes.gz,drift_3,change_info_2,activities_deleted,"[Random activity 1, Random activity 2]"
log_29_1692952298.xes.gz,drift_3,change_info_2,activities_added,[]
log_29_1692952298.xes.gz,drift_3,change_info_2,activities_moved,"[h, m]"
log_29_1692952298.xes.gz,drift_3,change_info_2,change_start,2034-09-02 19:59:20.483959
log_29_1692952298.xes.gz,drift_3,change_info_2,change_end,2035-06-29 09:09:19.281919
log_29_1692952298.xes.gz,drift_3,change_info_3,change_type,sudden
log_29_1692952298.xes.gz,drift_3,change_info_3,change_trace_index,[13397]
